Beer name,Beer style,Beer ABV,Brewery name,Island,Booth,Additional taprooms,Region,Actual location,Website
Quadraphonic Euphoria,Belgian-Style Ales,13.2,Heavy Riff Brewing Company,7,21,"","Midwest (ND, SD, NE, IA, KS, MO, OK)","Saint Louis, Missouri, United States",
Kinda Italian Ice: Berry Lemonade,"Sour Ales, Brett Beers & Lambics",5.1,Peculier Ales,3,9,"","Mountain (CO,UT,NV,ID,WY,MT)","Windsor, Colorado, United States",
Zloto,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Peculier Ales,3,9,"","Mountain (CO,UT,NV,ID,WY,MT)","Windsor, Colorado, United States",
Hopp Knocks,American and English India Pale Ales,6.7,Peculier Ales,3,9,"","Mountain (CO,UT,NV,ID,WY,MT)","Windsor, Colorado, United States",
Peach Around,"Sour Ales, Brett Beers & Lambics",5.3,Nebraska Brewing Company - La Vista,9,7,"",Meet the Brewer,"La Vista, Nebraska, United States",www.nebraskabrewingco.com
Cardinal Pale Ale,Pales Ales and Strong Pale Ales,6.0,Nebraska Brewing Company - La Vista,9,7,"",Meet the Brewer,"La Vista, Nebraska, United States",www.nebraskabrewingco.com
Wick For Brains,"Rye, Herb & Spice Beers",5.8,Nebraska Brewing Company - La Vista,9,7,"",Meet the Brewer,"La Vista, Nebraska, United States",www.nebraskabrewingco.com
Pickle Fight,"Rye, Herb & Spice Beers",4.8,Nebraska Brewing Company - La Vista,9,7,"",Meet the Brewer,"La Vista, Nebraska, United States",www.nebraskabrewingco.com
Ludwig Von Fest,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.8,Dakota Point Brewing,7,19,"","Midwest (ND, SD, NE, IA, KS, MO, OK)","Rapid City, South Dakota, United States",
Tangerine Treat,Fruit & Fruit Wheat Beers,5.0,Dakota Point Brewing,7,19,"","Midwest (ND, SD, NE, IA, KS, MO, OK)","Rapid City, South Dakota, United States",
Riley's Irish Red Ale,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.6,Dakota Point Brewing,7,19,"","Midwest (ND, SD, NE, IA, KS, MO, OK)","Rapid City, South Dakota, United States",
Rod’s Reel,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Big Beach Brewing Company,9,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Gulf Shores, Alabama, United States",bigbeachbrewing.com
Dixie’s Heart,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.1,Big Beach Brewing Company,9,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Gulf Shores, Alabama, United States",bigbeachbrewing.com
Hola Olas,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.8,Big Beach Brewing Company,9,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Gulf Shores, Alabama, United States",bigbeachbrewing.com
Surrender Cobra,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.2,Big Beach Brewing Company,9,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Gulf Shores, Alabama, United States",bigbeachbrewing.com
Black Limelight,"Sour Ales, Brett Beers & Lambics",4.7,Big Beach Brewing Company,9,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Gulf Shores, Alabama, United States",bigbeachbrewing.com
Worth Repeating - DDH DIPA,"Fresh Hop, Imperial India Pale and Imperial Red Ales",8.5,Radiant Beer Co.,17,7,Heavy Medal Taproom,"Pacific (CA, HI)","Anaheim, California, United States",https://www.radiantbeer.com/
"I'm Not Letting Sousaphone Die, You Guys - Festbier Lager","Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.5,Radiant Beer Co.,17,7,Heavy Medal Taproom,"Pacific (CA, HI)","Anaheim, California, United States",https://www.radiantbeer.com/
Show Me A Sign - Hazy IPA,American and English India Pale Ales,6.5,Radiant Beer Co.,17,7,Heavy Medal Taproom,"Pacific (CA, HI)","Anaheim, California, United States",https://www.radiantbeer.com/
Azul in the Infield - West Coast IPA,"Fresh Hop, Imperial India Pale and Imperial Red Ales",6.5,Radiant Beer Co.,17,7,Heavy Medal Taproom,"Pacific (CA, HI)","Anaheim, California, United States",https://www.radiantbeer.com/
Luxurious Potential - Black Forest Cake-inspired Bourbon Barrel-Aged Imperial Stout,Wood and Barrel-aged beers,14.0,Radiant Beer Co.,17,7,Heavy Medal Taproom,"Pacific (CA, HI)","Anaheim, California, United States",https://www.radiantbeer.com/
So Into You,Pales Ales and Strong Pale Ales,6.9,Radiant Beer Co.,17,7,Heavy Medal Taproom,"Pacific (CA, HI)","Anaheim, California, United States",https://www.radiantbeer.com/
Laretta,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.2,Bambei Brewing Company LLC,1,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Superior, Colorado, United States",
Black IPA,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",6.0,Bambei Brewing Company LLC,1,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Superior, Colorado, United States",
Downtown Superior Brown,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",6.4,Bambei Brewing Company LLC,1,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Superior, Colorado, United States",
Blood Orange Hop Bomb IPA,American and English India Pale Ales,6.1,Bambei Brewing Company LLC,1,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Superior, Colorado, United States",
The Crusher,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.9,Bambei Brewing Company LLC,1,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Superior, Colorado, United States",
Pontoon Pils,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Boathouse Brothers Brewing Co,5,19,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Prior Lake, Minnesota, United States",
Run A'Ground,Experimental Beers,5.1,Boathouse Brothers Brewing Co,5,19,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Prior Lake, Minnesota, United States",
Hel,Belgian-Style Ales,9.0,Heronmark,5,24,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Allegan, Michigan, United States",
Heronmark Pale,Pales Ales and Strong Pale Ales,4.7,Heronmark,5,24,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Allegan, Michigan, United States",
Traverse,Fruit & Fruit Wheat Beers,5.0,Heronmark,5,24,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Allegan, Michigan, United States",
Weisse,Wheat Beers: American & German-Style,4.3,Heronmark,5,24,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Allegan, Michigan, United States",
Elderflower Saison,Belgian-Style Ales,5.0,Heronmark,5,24,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Allegan, Michigan, United States",
Hank,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Lock 27 Brewing - Centerville,10,12,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Dayton, Ohio, United States",
Hank Jr.,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.2,Lock 27 Brewing - Centerville,10,12,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Dayton, Ohio, United States",
Hank Amber,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.0,Lock 27 Brewing - Centerville,10,12,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Dayton, Ohio, United States",
Hank Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",5.0,Lock 27 Brewing - Centerville,10,12,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Dayton, Ohio, United States",
Dark n Lusty Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",6.8,Canteen Brewhouse,1,16,"","Mountain (CO,UT,NV,ID,WY,MT)","Albuquerque, New Mexico, United States",
Wee Bit Loco,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",8.0,Canteen Brewhouse,1,16,"","Mountain (CO,UT,NV,ID,WY,MT)","Albuquerque, New Mexico, United States",
High Plains Pilsner,"Bock, Maibock, Doppelbock & Eisbock Lagers",5.3,Canteen Brewhouse,1,16,"","Mountain (CO,UT,NV,ID,WY,MT)","Albuquerque, New Mexico, United States",
"Good Boy, Rosco!",American and English India Pale Ales,7.0,Canteen Brewhouse,1,16,"","Mountain (CO,UT,NV,ID,WY,MT)","Albuquerque, New Mexico, United States",
The Loyal Fool,"Sour Ales, Brett Beers & Lambics",5.2,Siren Rock Brewing Company,16,19,"","Southwest (AZ, NM,TX)","Rockwall, Texas, United States",sirenrock.com
The Tilted Traveler,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.0,Siren Rock Brewing Company,16,19,"","Southwest (AZ, NM,TX)","Rockwall, Texas, United States",sirenrock.com
The Divine Monk,Wheat Beers: American & German-Style,5.2,Siren Rock Brewing Company,16,19,"","Southwest (AZ, NM,TX)","Rockwall, Texas, United States",sirenrock.com
The Magnetic Muse,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",8.0,Siren Rock Brewing Company,16,19,"","Southwest (AZ, NM,TX)","Rockwall, Texas, United States",sirenrock.com
Tie Dye Rye Pale Ale,American and English India Pale Ales,7.0,Ivanhoe Park Brewing Co.,12,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Orlando, Florida, United States",
Lake Hopp'r Kolsch,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Ivanhoe Park Brewing Co.,12,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Orlando, Florida, United States",
Guavacation,"Sour Ales, Brett Beers & Lambics",4.0,Ivanhoe Park Brewing Co.,12,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Orlando, Florida, United States",
Tupac ShaPorter,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",7.3,Ivanhoe Park Brewing Co.,12,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Orlando, Florida, United States",
Orale Mexican Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",0.0,New Mexico Brewers Guild,7,10,"",,"Albuquerque, New Mexico, United States",
Malpais Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",7.5,New Mexico Brewers Guild,7,10,"",,"Albuquerque, New Mexico, United States",
Lucha Libre,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,New Mexico Brewers Guild,7,10,"",,"Albuquerque, New Mexico, United States",
Marzen Law,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",6.3,New Mexico Brewers Guild,7,10,"",,"Albuquerque, New Mexico, United States",
Germophile,"Sour Ales, Brett Beers & Lambics",5.0,New Mexico Brewers Guild,7,10,"",,"Albuquerque, New Mexico, United States",
Compa Blue Corn Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.5,New Mexico Brewers Guild,7,10,"",,"Albuquerque, New Mexico, United States",
Maxamilian,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.5,New Mexico Brewers Guild,7,10,"",,"Albuquerque, New Mexico, United States",
A Tribe Called Kolsch,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.9,New Mexico Brewers Guild,7,10,"",,"Albuquerque, New Mexico, United States",
Sexi NuMexi,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.8,New Mexico Brewers Guild,7,10,"",,"Albuquerque, New Mexico, United States",
Graham Cracker Porter,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",5.6,Denver Beer Company,3,1,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.denverbeerco.com
Juicy Freak IPA,American and English India Pale Ales,6.5,Denver Beer Company,3,1,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.denverbeerco.com
Backyard Buzz Honey Wheat,Wheat Beers: American & German-Style,5.0,Denver Beer Company,3,1,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.denverbeerco.com
Mile High Hazy IPA,American and English India Pale Ales,6.7,Denver Beer Company,3,1,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.denverbeerco.com
Princes Yum Yum Kolsch,Fruit & Fruit Wheat Beers,4.8,Denver Beer Company,3,1,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.denverbeerco.com
Incredible Pedal IPA,American and English India Pale Ales,7.0,Denver Beer Company,3,1,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.denverbeerco.com
Rocky Mountain Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.4,Denver Beer Company,3,1,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.denverbeerco.com
Hey Pumpkin!,"Rye, Herb & Spice Beers",5.4,Denver Beer Company,3,1,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.denverbeerco.com
Birthday Suit Sipper,Fruit & Fruit Wheat Beers,7.8,Denver Beer Company,3,1,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.denverbeerco.com
Easy Living Hop Water,AF Soft Drink,0.0,Denver Beer Company,3,1,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.denverbeerco.com
Easy Living Hop Water - Hibiscus,AF Soft Drinks,0.0,Denver Beer Company,3,1,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.denverbeerco.com
Liquid Sun,Belgian-Style Ales,5.3,Rock Bottom Brewery,3,20,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Foggy London Town,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",5.6,Rock Bottom Brewery,3,20,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Rocktoberfest,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.8,Rock Bottom Brewery,3,20,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Space Jellyfish,American and English India Pale Ales,7.0,Nepenthe Brewing Co.,9,6,"",Meet the Brewer,"Baltimore, Maryland, United States",nepenthebrewingco.com
Geistbar,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.1,Nepenthe Brewing Co.,9,6,"",Meet the Brewer,"Baltimore, Maryland, United States",nepenthebrewingco.com
Mallet,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.3,Nepenthe Brewing Co.,9,6,"",Meet the Brewer,"Baltimore, Maryland, United States",nepenthebrewingco.com
Pyromancer,American and English India Pale Ales,8.0,Nepenthe Brewing Co.,9,6,"",Meet the Brewer,"Baltimore, Maryland, United States",nepenthebrewingco.com
Frostbiter,American and English India Pale Ales,5.7,Nepenthe Brewing Co.,9,6,"",Meet the Brewer,"Baltimore, Maryland, United States",nepenthebrewingco.com
Jalapeno Honey Blonde,"Rye, Herb & Spice Beers",5.5,NOBO Brewing Company,12,21,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Boynton Beach, Florida, United States",
French Vanilla Coffee Porter,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",6.5,NOBO Brewing Company,12,21,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Boynton Beach, Florida, United States",
Barrel Aged 2nd Breakfast,Wood and Barrel-aged beers,14.0,NOBO Brewing Company,12,21,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Boynton Beach, Florida, United States",
Fight The Sour: Blueberry Cobbler,"Sour Ales, Brett Beers & Lambics",8.0,NOBO Brewing Company,12,21,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Boynton Beach, Florida, United States",
Keylime Like A Lager,Fruit & Fruit Wheat Beers,4.5,NOBO Brewing Company,12,21,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Boynton Beach, Florida, United States",
Snow Juice,"Fresh Hop, Imperial India Pale and Imperial Red Ales",6.0,Snowbank Brewing,3,25,"","Mountain (CO,UT,NV,ID,WY,MT)","Fort Collins, Colorado, United States",
Apres Ski,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,Snowbank Brewing,3,25,"","Mountain (CO,UT,NV,ID,WY,MT)","Fort Collins, Colorado, United States",
Cowboy Peak,"Fresh Hop, Imperial India Pale and Imperial Red Ales",5.5,Snowbank Brewing,3,25,"","Mountain (CO,UT,NV,ID,WY,MT)","Fort Collins, Colorado, United States",
Madame Psychosis Hazy IPA,American and English India Pale Ales,7.2,Fiction Beer Company,1,22,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Paul Premium Pilsner,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.2,Fiction Beer Company,1,22,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Juice Box Sour,"Sour Ales, Brett Beers & Lambics",4.5,Fiction Beer Company,1,22,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
MAV Marzen,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.5,Fiction Beer Company,1,22,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
BA Zembla Baltic Porter,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",7.9,Fiction Beer Company,1,22,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Beezer,American and English India Pale Ales,6.9,Old Irving Brewing Co.,7,22,Heavy Medal Taproom,"Midwest (ND, SD, NE, IA, KS, MO, OK)","Chicago, Illinois, United States",www.oldirvingbrewing.com
Oktoberfest,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.5,Old Irving Brewing Co.,7,22,Heavy Medal Taproom,"Midwest (ND, SD, NE, IA, KS, MO, OK)","Chicago, Illinois, United States",www.oldirvingbrewing.com
Scentinel,American and English India Pale Ales,6.2,Old Irving Brewing Co.,7,22,Heavy Medal Taproom,"Midwest (ND, SD, NE, IA, KS, MO, OK)","Chicago, Illinois, United States",www.oldirvingbrewing.com
Doji,American and English India Pale Ales,5.9,Old Irving Brewing Co.,7,22,Heavy Medal Taproom,"Midwest (ND, SD, NE, IA, KS, MO, OK)","Chicago, Illinois, United States",www.oldirvingbrewing.com
Della,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.2,Old Irving Brewing Co.,7,22,Heavy Medal Taproom,"Midwest (ND, SD, NE, IA, KS, MO, OK)","Chicago, Illinois, United States",www.oldirvingbrewing.com
Beezer,American and English India Pale Ales,6.9,Old Irving Brewing Co.,7,22,Heavy Medal Taproom,"Midwest (ND, SD, NE, IA, KS, MO, OK)","Chicago, Illinois, United States",www.oldirvingbrewing.com
Intercept,American and English India Pale Ales,7.4,Twisted Pine Brewing Company,4,10,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Boulder, Colorado, United States",
Billy's Chilies,"Rye, Herb & Spice Beers",5.2,Twisted Pine Brewing Company,4,10,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Boulder, Colorado, United States",
Cerise,"Sour Ales, Brett Beers & Lambics",6.4,Twisted Pine Brewing Company,4,10,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Boulder, Colorado, United States",
Ghost Face Killah,"Rye, Herb & Spice Beers",5.2,Twisted Pine Brewing Company,4,10,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Boulder, Colorado, United States",
Patio Pounder,American and English India Pale Ales,4.7,Twisted Pine Brewing Company,4,10,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Boulder, Colorado, United States",
Rockin' Roggen,"Rye, Herb & Spice Beers",5.6,Twisted Pine Brewing Company,4,10,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Boulder, Colorado, United States",
Oh My Guava,Pales Ales and Strong Pale Ales,5.6,FlyteCo Brewing - FlyteCo Tower,1,24,"","Mountain (CO,UT,NV,ID,WY,MT)","DENVER, Colorado, United States",
Koelsch,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.3,FlyteCo Brewing - FlyteCo Tower,1,24,"","Mountain (CO,UT,NV,ID,WY,MT)","DENVER, Colorado, United States",
Penguin Porter,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",5.5,Whetstone Beer Co.,7,28,"","New England (ME, NH, VT, MA, CT, RI)","Brattleboro, Vermont, United States",
Weizen Guy,Wheat Beers: American & German-Style,4.7,Whetstone Beer Co.,7,28,"","New England (ME, NH, VT, MA, CT, RI)","Brattleboro, Vermont, United States",
Diesel 'Stoner,"Sour Ales, Brett Beers & Lambics",6.0,Whetstone Beer Co.,7,28,"","New England (ME, NH, VT, MA, CT, RI)","Brattleboro, Vermont, United States",
Borderline,Pales Ales and Strong Pale Ales,5.0,Whetstone Beer Co.,7,28,"","New England (ME, NH, VT, MA, CT, RI)","Brattleboro, Vermont, United States",
Citra Engine,Pales Ales and Strong Pale Ales,5.7,Von Ebert Brewing - Glendoveer,5,12,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",vonebertbrewing.com
Festbier,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.0,Von Ebert Brewing - Glendoveer,5,12,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",vonebertbrewing.com
Lot K,Experimental Beers,9.1,Von Ebert Brewing - Glendoveer,5,12,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",vonebertbrewing.com
Lombardy,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.8,Von Ebert Brewing - Glendoveer,5,12,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",vonebertbrewing.com
Wave Decay,American and English India Pale Ales,6.6,Von Ebert Brewing - Glendoveer,5,12,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",vonebertbrewing.com
Cityscapes - Mexican-style Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.8,Ratio Beerworks,3,15,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Dear You - Citra French Saison,Belgian-Style Ales,5.5,Ratio Beerworks,3,15,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
King of Carrot Flowers - Carrot Elderflower Saison,Belgian-Style Ales,5.9,Ratio Beerworks,3,15,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Barleywine - Barrel Aged,Wood and Barrel-aged beers,11.0,Ratio Beerworks,3,15,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Genius Wizard - Barrel Aged Imperial Stout,Wood and Barrel-aged beers,14.8,Ratio Beerworks,3,15,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Goldie,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.0,Three Weavers Brewing Co,17,18,"","Pacific (CA, HI)","Inglewood, California, United States",three weavers.la
Seafarer,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.8,Three Weavers Brewing Co,17,18,"","Pacific (CA, HI)","Inglewood, California, United States",three weavers.la
Kill The Lights,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.0,Three Weavers Brewing Co,17,18,"","Pacific (CA, HI)","Inglewood, California, United States",three weavers.la
Cloud City,American and English India Pale Ales,6.5,Three Weavers Brewing Co,17,18,"","Pacific (CA, HI)","Inglewood, California, United States",three weavers.la
Expatriate,American and English India Pale Ales,6.9,Three Weavers Brewing Co,17,18,"","Pacific (CA, HI)","Inglewood, California, United States",three weavers.la
Happy Days Honey Blonde,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.2,Malibu Brewing Company,15,15,"","Pacific (CA, HI)","Westlake Village, California, United States",
Canyon Rose Lager,"Rye, Herb & Spice Beers",4.2,Malibu Brewing Company,15,15,"","Pacific (CA, HI)","Westlake Village, California, United States",
First Point IPA,American and English India Pale Ales,7.1,Malibu Brewing Company,15,15,"","Pacific (CA, HI)","Westlake Village, California, United States",
Sour IPA,"Sour Ales, Brett Beers & Lambics",6.7,Second Dawn Brewing Co.,3,21,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)",", Colorado",seconddawnbrewing.com
West Coast IPA,American and English India Pale Ales,7.0,Second Dawn Brewing Co.,3,21,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)",", Colorado",seconddawnbrewing.com
Vulcan Ale,"Scotch Ales, Old Ales, Strong Ales and Barley wine ales",7.6,Second Dawn Brewing Co.,3,21,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)",", Colorado",seconddawnbrewing.com
Rice Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.0,Second Dawn Brewing Co.,3,21,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)",", Colorado",seconddawnbrewing.com
Rocky Mountain Hop Water,AF Soft Drink,0.0,Second Dawn Brewing Co.,3,21,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)",", Colorado",seconddawnbrewing.com
Alpenhaze IPA,American and English India Pale Ales,6.3,Icicle Brewing Company,5,5,"","Pacific Northwest (OR, WA, AK)","Leavenworth, Washington, United States",
Dragontail IPA,American and English India Pale Ales,6.7,Icicle Brewing Company,5,5,"","Pacific Northwest (OR, WA, AK)","Leavenworth, Washington, United States",
Premium Pilsner,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.9,Icicle Brewing Company,5,5,"","Pacific Northwest (OR, WA, AK)","Leavenworth, Washington, United States",
Enchantments Hazy IPA,American and English India Pale Ales,6.7,Icicle Brewing Company,5,5,"","Pacific Northwest (OR, WA, AK)","Leavenworth, Washington, United States",
Tucker Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",0.0,Georgia Craft Brewers Guild,7,6,"",,"Atlanta, , United States",
OS Express,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",6.5,Georgia Craft Brewers Guild,7,6,"",,"Atlanta, , United States",
Orange Diva,Belgian-Style Ales,5.3,Georgia Craft Brewers Guild,7,6,"",,"Atlanta, , United States",
Gest,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",4.7,Georgia Craft Brewers Guild,7,6,"",,"Atlanta, , United States",
The Schwarz,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.0,Georgia Craft Brewers Guild,7,6,"",,"Atlanta, , United States",
Blackberry Smoke American Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,Georgia Craft Brewers Guild,7,6,"",,"Atlanta, , United States",
That Coconut Porter,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",6.0,Georgia Craft Brewers Guild,7,6,"",,"Atlanta, , United States",
Tie XII,Wood and Barrel-aged beers,13.8,Georgia Craft Brewers Guild,7,6,"",,"Atlanta, , United States",
